transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_YesNo,order,line_item_id,product_id,quantity,unit_price,line_item_amount,promo_item_YesNo
133,2019/04/13,08:11:41,8,45,0,No,1,1,45,1,3,3,No
134,2019/04/13,10:36:03,8,42,0,Yes,1,1,34,2,2.45,4.9,No
135,2019/04/13,10:48:42,8,45,8251,Yes,1,1,47,1,3,3,No
136,2019/04/13,10:29:32,8,15,8353,No,1,1,50,2,2.5,5,No
137,2019/04/13,10:18:00,8,15,0,No,1,1,57,2,3.1,6.2,No
137,2019/04/13,10:18:00,8,15,0,No,1,6,75,1,3.5,3.5,No
138,2019/04/13,09:17:40,8,15,0,Yes,1,1,23,1,2.5,2.5,No
139,2019/04/13,08:59:49,8,15,8271,Yes,1,1,38,2,3.75,7.5,No
139,2019/04/13,08:59:49,8,15,8271,Yes,1,2,65,2,0.8,1.6,No
140,2019/04/13,08:37:50,8,15,0,No,1,1,22,2,2,4,No
141,2019/04/13,08:33:34,8,15,8321,No,1,1,25,2,2.2,4.4,No
142,2019/04/13,09:26:40,8,42,0,No,1,1,55,2,4,8,No
142,2019/04/13,09:26:40,8,42,0,No,1,6,73,1,3.75,3.75,No
143,2019/04/13,08:36:48,8,42,8142,Yes,1,1,53,1,3,3,No
143,2019/04/13,08:36:48,8,42,8142,Yes,1,6,70,1,3.25,3.25,No
144,2019/04/13,08:33:56,8,15,8365,No,1,1,29,2,2.5,5,No
145,2019/04/13,10:27:57,8,15,8075,Yes,1,1,53,2,3,6,No
146,2019/04/13,09:45:16,8,42,8079,No,1,1,26,2,3,6,No
147,2019/04/13,09:05:36,8,45,8481,No,1,1,60,2,3.75,7.5,No
148,2019/04/13,08:54:09,8,42,8185,Yes,1,1,37,2,3,6,No
148,2019/04/13,08:54:09,8,42,8185,Yes,1,2,84,2,0.8,1.6,No
149,2019/04/13,08:27:52,8,15,0,Yes,1,1,40,1,3.75,3.75,No
149,2019/04/13,08:27:52,8,15,0,Yes,1,2,64,1,0.8,0.8,No
149,2019/04/13,08:27:52,8,15,0,Yes,7,1,9,1,22.5,22.5,No
150,2019/04/13,09:20:20,8,15,8480,Yes,1,1,34,2,2.45,4.9,No
151,2019/04/13,09:45:55,8,15,0,Yes,1,1,41,1,4.25,4.25,No
151,2019/04/13,09:45:55,8,15,0,Yes,1,2,63,2,0.8,1.6,No
152,2019/04/13,08:06:13,8,15,8236,No,1,1,52,2,2.5,5,No
152,2019/04/13,08:06:13,8,15,8236,No,1,6,79,1,3.75,3.75,No
153,2019/04/13,09:07:30,8,42,8331,No,1,1,46,2,2.5,5,No
154,2019/04/13,09:06:18,8,42,8260,No,1,1,39,2,4.25,8.5,No
154,2019/04/13,09:06:18,8,42,8260,No,1,2,64,2,0.8,1.6,No
154,2019/04/13,09:06:18,8,42,8260,No,1,6,73,1,3.75,3.75,No
155,2019/04/13,08:42:46,8,15,8054,Yes,1,1,40,2,3.75,7.5,No
155,2019/04/13,08:42:46,8,15,8054,Yes,1,2,84,1,0.8,0.8,No
156,2019/04/13,10:06:01,8,45,8039,Yes,1,1,34,1,2.45,2.45,No
157,2019/04/13,09:31:24,8,45,0,No,1,1,34,1,2.45,2.45,No
158,2019/04/13,10:15:17,8,15,0,Yes,1,1,22,2,2,4,No
159,2019/04/13,08:53:44,8,15,8466,Yes,1,1,22,2,2,4,No
160,2019/04/13,08:14:18,8,15,8213,Yes,1,1,52,1,2.5,2.5,No
160,2019/04/13,08:14:18,8,15,8213,Yes,1,6,74,1,3.5,3.5,No
160,2019/04/13,08:14:18,8,15,8213,Yes,7,1,5,1,15,15,No
161,2019/04/13,08:32:29,8,42,8452,Yes,1,1,44,1,2.5,2.5,No
161,2019/04/13,08:32:29,8,42,8452,Yes,1,6,79,1,3.75,3.75,No
162,2019/04/13,10:12:25,8,45,8343,Yes,1,1,44,2,2.5,5,No
163,2019/04/13,10:35:32,8,45,0,Yes,1,1,51,2,3,6,No
164,2019/04/13,10:40:06,8,15,8231,No,1,1,59,2,4.5,9,No
165,2019/04/13,08:55:42,8,15,8069,Yes,1,1,58,2,3.5,7,No
166,2019/04/13,08:29:15,8,42,8187,Yes,1,1,47,2,3,6,No
167,2019/04/13,08:41:35,8,42,0,No,1,1,52,2,2.5,5,No
167,2019/04/13,08:41:35,8,42,0,No,1,6,69,1,3.25,3.25,No
168,2019/04/13,10:59:04,8,15,8408,No,1,1,49,2,3,6,No
169,2019/04/13,10:30:33,8,15,8036,Yes,1,1,29,1,2.5,2.5,No
170,2019/04/13,09:00:48,8,45,0,No,1,1,54,2,2.5,5,No
171,2019/04/13,09:53:06,8,42,8417,Yes,1,1,87,2,3,6,No
172,2019/04/13,09:47:51,8,42,0,No,1,1,42,1,2.5,2.5,No
173,2019/04/13,10:08:56,8,45,8436,No,1,1,87,2,3,6,No
173,2019/04/13,10:08:56,8,45,8436,No,1,6,76,1,3.5,3.5,No
174,2019/04/13,10:40:41,8,45,8206,No,1,1,37,2,3,6,No
174,2019/04/13,10:40:41,8,45,8206,No,1,2,65,2,0.8,1.6,No
175,2019/04/13,09:52:58,8,15,0,No,1,1,61,2,4.75,9.5,No
176,2019/04/13,10:08:29,8,42,8410,Yes,1,1,60,2,3.75,7.5,No
177,2019/04/13,10:35:16,8,15,8003,No,1,1,37,2,3,6,No
177,2019/04/13,10:35:16,8,15,8003,No,1,2,64,1,0.8,0.8,No
178,2019/04/13,10:13:07,8,45,8480,Yes,1,1,55,2,4,8,No
179,2019/04/13,09:27:32,8,42,8161,No,1,1,54,1,2.5,2.5,No
180,2019/04/13,08:15:41,8,42,0,No,1,1,30,2,3,6,No
180,2019/04/13,08:15:41,8,42,0,No,1,6,79,1,3.75,3.75,No
181,2019/04/13,09:57:16,8,45,8179,Yes,1,1,26,2,3,6,No
182,2019/04/13,08:31:37,8,45,0,No,1,1,57,2,3.1,6.2,No
182,2019/04/13,08:31:37,8,45,0,No,1,6,76,1,3.5,3.5,No
183,2019/04/13,09:09:33,8,42,8109,Yes,1,1,23,2,2.5,5,No
184,2019/04/13,08:00:23,8,15,0,Yes,1,1,35,1,3.1,3.1,No
185,2019/04/13,08:43:38,8,15,0,No,1,1,24,2,3,6,No
186,2019/04/13,09:57:03,8,45,8491,No,1,1,41,1,4.25,4.25,No
187,2019/04/13,08:15:24,8,45,0,Yes,1,1,54,2,2.5,5,No
188,2019/04/13,08:51:22,8,42,8101,Yes,1,1,39,2,4.25,8.5,No
188,2019/04/13,08:51:22,8,42,8101,Yes,1,2,64,2,0.8,1.6,No
189,2019/04/13,08:49:28,8,45,8282,Yes,1,1,24,2,3,6,No
190,2019/04/13,09:42:36,8,15,0,No,1,1,23,1,2.5,2.5,No
191,2019/04/13,08:38:12,8,42,8481,No,1,1,61,1,4.75,4.75,No
192,2019/04/13,09:16:43,8,45,8004,No,1,1,52,2,2.5,5,No
193,2019/04/13,10:27:38,8,45,0,Yes,1,1,38,2,3.75,7.5,No
193,2019/04/13,10:27:38,8,45,0,Yes,1,2,63,1,0.8,0.8,No
194,2019/04/13,10:17:34,8,42,0,Yes,1,1,40,2,3.75,7.5,No
194,2019/04/13,10:17:34,8,42,0,Yes,1,2,63,1,0.8,0.8,No
195,2019/04/13,10:04:39,8,15,8335,No,1,1,36,2,3.75,7.5,No
196,2019/04/13,08:00:09,8,42,8029,Yes,1,1,51,2,3,6,No
197,2019/04/13,09:12:19,8,45,0,Yes,1,1,51,2,3,6,No
197,2019/04/13,09:12:19,8,45,0,Yes,1,6,73,1,3.75,3.75,No
198,2019/04/13,08:31:05,8,45,0,No,1,1,47,2,3,6,No
199,2019/04/13,08:23:05,8,15,8078,Yes,1,1,51,2,3,6,No
200,2019/04/13,10:08:15,8,15,0,Yes,1,1,50,2,2.5,5,No
200,2019/04/13,10:08:15,8,15,0,Yes,1,6,77,1,3,3,No
201,2019/04/13,08:50:45,8,15,0,No,1,1,52,1,2.5,2.5,No
201,2019/04/13,08:50:45,8,15,0,No,7,1,19,1,6.4,6.4,No
202,2019/04/13,08:47:38,8,42,8001,Yes,1,1,71,1,3.75,3.75,No
203,2019/04/13,08:50:03,8,45,0,No,1,1,71,1,3.75,3.75,No
203,2019/04/13,08:50:03,8,45,0,No,7,1,71,1,3.75,3.75,No
204,2019/04/13,09:32:25,8,15,0,Yes,1,1,71,1,3.75,3.75,No
205,2019/04/13,10:21:48,8,42,8233,No,1,1,71,1,3.75,3.75,No
206,2019/04/13,08:10:28,8,42,8064,No,1,1,71,1,3.75,3.75,No
207,2019/04/13,09:34:29,8,45,8291,Yes,1,1,71,1,3.75,3.75,No
207,2019/04/13,09:34:29,8,45,8291,Yes,1,6,71,1,3.75,3.75,No
208,2019/04/13,08:03:26,8,15,8327,No,1,1,71,1,3.75,3.75,No
208,2019/04/13,08:03:26,8,15,8327,No,7,1,71,1,3.75,3.75,No
209,2019/04/13,08:50:54,8,45,8229,Yes,1,1,71,1,3.75,3.75,No
210,2019/04/13,09:10:52,8,42,8439,Yes,1,1,58,2,3.5,7,No
211,2019/04/13,08:50:01,8,45,0,No,1,1,34,1,2.45,2.45,No
212,2019/04/13,10:51:16,8,15,8034,No,1,1,31,2,2.2,4.4,No
213,2019/04/13,09:59:12,8,15,8050,Yes,1,1,30,2,3,6,No
214,2019/04/13,10:14:36,8,45,8403,No,1,1,46,2,2.5,5,No
215,2019/04/13,08:03:17,8,45,8234,No,1,1,59,2,4.5,9,No
216,2019/04/13,10:28:17,8,42,8245,Yes,1,1,28,2,2,4,No
216,2019/04/13,10:28:17,8,42,8245,Yes,1,6,76,1,3.5,3.5,No
217,2019/04/13,10:27:13,8,42,8352,Yes,1,1,47,2,3,6,No
218,2019/04/13,08:33:37,8,15,0,No,1,1,39,2,4.25,8.5,No
218,2019/04/13,08:33:37,8,15,0,No,1,2,64,1,0.8,0.8,No
218,2019/04/13,08:33:37,8,15,0,No,1,6,71,1,3.75,3.75,No
219,2019/04/13,08:02:22,8,15,8430,Yes,1,1,40,2,3.75,7.5,No
220,2019/04/13,10:19:59,8,42,8071,No,1,1,39,2,4.25,8.5,No
220,2019/04/13,10:19:59,8,42,8071,No,1,2,63,1,0.8,0.8,No
221,2019/04/13,08:15:55,8,45,0,No,1,1,27,1,3.5,3.5,No
222,2019/04/13,08:02:32,8,42,8464,Yes,1,1,52,2,2.5,5,No
223,2019/04/13,09:33:59,8,42,0,Yes,1,1,38,1,3.75,3.75,No
223,2019/04/13,09:33:59,8,42,0,Yes,1,2,64,2,0.8,1.6,No
224,2019/04/13,08:26:34,8,45,0,Yes,1,1,47,1,3,3,No
224,2019/04/13,08:26:34,8,45,0,Yes,1,6,71,1,3.75,3.75,No
225,2019/04/13,08:35:27,8,45,8499,Yes,1,1,54,2,2.5,5,No
226,2019/04/13,09:21:44,8,15,8281,Yes,1,1,34,2,2.45,4.9,No
227,2019/04/13,10:06:34,8,15,8474,No,1,1,26,1,3,3,No
228,2019/04/13,10:46:22,8,45,8322,Yes,1,1,49,2,3,6,No
228,2019/04/13,10:46:22,8,45,8322,Yes,1,6,74,1,3.5,3.5,No
229,2019/04/13,08:29:51,8,45,8154,Yes,1,1,37,2,3,6,No
229,2019/04/13,08:29:51,8,45,8154,Yes,1,2,64,1,0.8,0.8,No
230,2019/04/13,10:39:02,8,42,8461,No,1,1,59,2,4.5,9,No
230,2019/04/13,10:39:02,8,42,8461,No,1,6,78,1,4.5,4.5,No
230,2019/04/13,10:39:02,8,42,8461,No,7,1,20,1,7.6,7.6,No
231,2019/04/13,09:30:55,8,42,0,No,1,1,39,1,4.25,4.25,No
231,2019/04/13,09:30:55,8,42,0,No,1,2,63,2,0.8,1.6,No
232,2019/04/13,10:31:05,8,42,0,Yes,1,1,24,2,3,6,No
233,2019/04/13,10:36:34,8,42,8176,Yes,1,1,36,2,3.75,7.5,No
234,2019/04/13,08:22:49,8,45,8001,No,1,1,49,1,3,3,No
234,2019/04/13,08:22:49,8,45,8001,No,1,6,79,1,3.75,3.75,No
235,2019/04/13,10:56:57,8,45,0,Yes,1,1,31,2,2.2,4.4,No
235,2019/04/13,10:56:57,8,45,0,Yes,1,6,75,1,3.5,3.5,No
235,2019/04/13,10:56:57,8,45,0,Yes,7,1,1,1,18,18,No
236,2019/04/13,08:34:49,8,15,8006,Yes,1,1,26,1,3,3,No
237,2019/04/13,10:36:30,8,42,8453,No,1,1,34,2,2.45,4.9,No
238,2019/04/13,09:42:18,8,45,0,Yes,1,1,35,1,3.1,3.1,No
238,2019/04/13,09:42:18,8,45,0,Yes,1,6,69,1,3.25,3.25,No
239,2019/04/13,10:05:09,8,42,0,No,1,1,44,2,2.5,5,No
240,2019/04/13,10:06:18,8,42,0,Yes,1,1,47,2,3,6,No
241,2019/04/13,08:37:46,8,42,8058,No,1,1,43,1,3,3,No
242,2019/04/13,09:03:27,8,45,0,Yes,1,1,52,1,2.5,2.5,No
243,2019/04/13,09:42:41,8,42,8483,Yes,1,1,24,1,3,3,No
244,2019/04/13,08:11:38,8,45,8124,No,1,1,32,2,3,6,No
245,2019/04/13,08:23:55,8,45,8015,No,1,1,27,2,3.5,7,No
245,2019/04/13,08:23:55,8,45,8015,No,1,6,77,1,3,3,No
246,2019/04/13,08:53:31,8,45,0,Yes,1,1,35,2,3.1,6.2,No
247,2019/04/13,10:08:51,8,42,0,Yes,1,1,50,2,2.5,5,No
247,2019/04/13,10:08:51,8,42,0,Yes,7,1,16,1,8.95,8.95,No
248,2019/04/13,09:41:23,8,15,0,Yes,1,1,52,1,2.5,2.5,No
249,2019/04/13,09:14:33,8,45,0,Yes,1,1,41,2,4.25,8.5,No
249,2019/04/13,09:14:33,8,45,0,Yes,1,2,65,1,0.8,0.8,No
249,2019/04/13,09:14:33,8,45,0,Yes,1,6,77,1,3,3,No
250,2019/04/13,09:25:02,8,45,0,Yes,1,1,23,2,2.5,5,No
251,2019/04/13,09:36:25,8,45,8283,No,1,1,36,1,3.75,3.75,No
251,2019/04/13,09:36:25,8,45,8283,No,7,1,4,1,20.45,20.45,No
252,2019/04/13,08:50:56,8,45,8419,Yes,1,1,48,2,2.5,5,No
253,2019/04/13,10:32:34,8,15,0,No,1,1,22,2,2,4,No
254,2019/04/13,09:03:20,8,42,8128,No,1,1,47,1,3,3,No
255,2019/04/13,10:38:35,8,15,8143,No,1,1,33,2,3.5,7,No
255,2019/04/13,10:38:35,8,15,8143,No,1,6,78,1,4.5,4.5,No
256,2019/04/13,08:18:55,8,42,0,Yes,1,1,36,2,3.75,7.5,No
257,2019/04/13,09:37:12,8,15,8111,No,1,1,61,1,4.75,4.75,No
258,2019/04/13,09:33:17,8,42,8370,No,1,1,24,2,3,6,No
259,2019/04/13,08:55:35,8,42,8182,Yes,1,1,59,2,4.5,9,No
260,2019/04/13,08:19:45,8,45,8196,Yes,1,1,32,1,3,3,No
261,2019/04/13,10:39:35,8,42,8071,Yes,1,1,23,2,2.5,5,No
262,2019/04/13,09:54:08,8,42,8032,No,1,1,25,1,2.2,2.2,No
263,2019/04/13,08:55:27,8,45,0,No,1,1,36,2,3.75,7.5,No
263,2019/04/13,08:55:27,8,45,0,No,7,1,20,1,7.6,7.6,No
264,2019/04/13,10:08:16,8,15,8410,Yes,1,1,33,2,3.5,7,No
264,2019/04/13,10:08:16,8,15,8410,Yes,7,1,19,1,6.4,6.4,No
265,2019/04/13,08:46:51,8,15,0,No,1,1,59,2,4.5,9,No
265,2019/04/13,08:46:51,8,15,0,No,7,1,17,1,9.5,9.5,No
266,2019/04/13,08:20:23,8,45,8097,Yes,1,1,87,2,3,6,No
267,2019/04/13,09:06:59,8,42,0,Yes,1,1,26,2,3,6,No
268,2019/04/13,10:36:17,8,42,8349,No,1,1,24,2,3,6,No
269,2019/04/13,08:04:11,8,45,0,No,1,1,44,2,2.5,5,No
270,2019/04/13,08:27:20,8,15,0,No,1,1,58,2,3.5,7,No
271,2019/04/13,08:21:55,8,42,0,No,1,1,46,1,2.5,2.5,No
272,2019/04/13,09:33:04,8,42,8067,Yes,1,1,55,2,4,8,No
273,2019/04/13,09:40:47,8,15,8042,No,1,1,60,2,3.75,7.5,No
273,2019/04/13,09:40:47,8,15,8042,No,7,1,17,1,9.5,9.5,No
274,2019/04/13,08:32:35,8,45,8120,No,1,1,38,1,3.75,3.75,No
274,2019/04/13,08:32:35,8,45,8120,No,1,2,65,1,0.8,0.8,No
275,2019/04/13,10:31:34,8,42,0,No,1,1,23,2,2.5,5,No
276,2019/04/13,10:30:35,8,15,8022,No,1,1,36,2,3.75,7.5,No
277,2019/04/13,10:06:19,8,45,8287,No,1,1,28,2,2,4,No
278,2019/04/13,10:47:39,8,42,0,Yes,1,1,87,2,3,6,No
278,2019/04/13,10:47:39,8,42,0,Yes,1,6,74,1,3.5,3.5,No
279,2019/04/13,10:30:12,8,42,0,No,1,1,29,1,2.5,2.5,No
280,2019/04/13,10:34:50,8,15,0,Yes,1,1,39,2,4.25,8.5,No
280,2019/04/13,10:34:50,8,15,0,Yes,1,2,84,2,0.8,1.6,No
281,2019/04/13,10:40:18,8,15,8195,No,1,1,48,1,2.5,2.5,No
282,2019/04/13,09:03:57,8,45,8032,No,1,1,30,2,3,6,No
283,2019/04/13,08:30:02,8,15,8091,Yes,1,1,37,2,3,6,No
283,2019/04/13,08:30:02,8,15,8091,Yes,1,2,63,1,0.8,0.8,No
284,2019/04/13,08:51:31,8,15,8087,No,1,1,26,2,3,6,No
284,2019/04/13,08:51:31,8,15,8087,No,1,6,71,1,3.75,3.75,No
285,2019/04/13,10:53:39,8,15,8144,No,1,1,26,1,3,3,No
286,2019/04/13,09:48:29,8,15,8144,No,1,1,37,1,3,3,No
286,2019/04/13,09:48:29,8,15,8144,No,1,2,84,2,0.8,1.6,No
287,2019/04/13,09:59:43,8,15,8163,Yes,1,1,87,2,3,6,No
288,2019/04/13,10:44:06,8,42,8073,No,1,1,61,2,4.75,9.5,No
289,2019/04/13,08:33:47,8,15,8101,No,1,1,57,2,3.1,6.2,No
289,2019/04/13,08:33:47,8,15,8101,No,1,6,71,1,3.75,3.75,No
290,2019/04/13,10:41:30,8,45,8323,Yes,1,1,48,2,2.5,5,No
291,2019/04/13,08:10:37,8,15,8385,Yes,1,1,29,2,2.5,5,No
292,2019/04/13,10:32:36,8,42,8456,No,1,1,24,2,3,6,No
293,2019/04/13,10:08:38,8,15,0,No,1,1,59,1,4.5,4.5,No
293,2019/04/13,10:08:38,8,15,0,No,1,6,77,1,3,3,No
294,2019/04/13,09:09:43,8,45,8106,Yes,1,1,23,2,2.5,5,No
295,2019/04/13,09:43:12,8,45,8443,Yes,1,1,36,2,3.75,7.5,No
296,2019/04/13,08:27:48,8,42,8150,No,1,1,25,1,2.2,2.2,No
296,2019/04/13,08:27:48,8,42,8150,No,7,1,5,1,15,15,No
297,2019/04/13,09:15:46,8,45,0,Yes,1,1,36,2,3.75,7.5,No
298,2019/04/13,09:55:50,8,42,0,Yes,1,1,61,1,4.75,4.75,No
298,2019/04/13,09:55:50,8,42,0,Yes,1,6,74,1,3.5,3.5,No
299,2019/04/13,09:19:57,8,45,8483,Yes,1,1,51,1,3,3,No
300,2019/04/13,10:57:43,8,45,8006,No,1,1,50,1,2.5,2.5,No
301,2019/04/13,10:10:58,8,45,8148,No,1,1,30,2,3,6,No
302,2019/04/13,08:10:47,8,15,0,Yes,1,1,28,1,2,2,No
303,2019/04/13,08:26:07,8,15,8252,No,1,1,22,1,2,2,No
304,2019/04/13,09:18:31,8,45,8199,Yes,1,1,37,2,3,6,No
304,2019/04/13,09:18:31,8,45,8199,Yes,1,2,63,2,0.8,1.6,No
305,2019/04/13,08:06:45,8,45,8158,Yes,1,1,25,2,2.2,4.4,No
305,2019/04/13,08:06:45,8,45,8158,Yes,1,6,72,1,3.25,3.25,No
305,2019/04/13,08:06:45,8,45,8158,Yes,7,1,11,1,8.95,8.95,No
306,2019/04/13,10:32:14,8,42,8396,Yes,1,1,61,1,4.75,4.75,No
306,2019/04/13,10:32:14,8,42,8396,Yes,1,6,70,1,3.25,3.25,No
307,2019/04/13,09:44:34,8,42,0,Yes,1,1,23,1,2.5,2.5,No
308,2019/04/13,10:27:23,8,42,8355,Yes,1,1,50,2,2.5,5,No
309,2019/04/13,10:29:46,8,15,8382,No,1,1,53,2,3,6,No
310,2019/04/13,08:41:10,8,15,0,Yes,1,1,38,2,3.75,7.5,No
310,2019/04/13,08:41:10,8,15,0,Yes,1,2,63,2,0.8,1.6,No
311,2019/04/13,10:31:20,8,42,8027,Yes,1,1,48,1,2.5,2.5,No
312,2019/04/13,09:01:38,8,42,8321,Yes,1,1,61,1,4.75,4.75,No
312,2019/04/13,09:01:38,8,42,8321,Yes,1,6,73,1,3.75,3.75,No
313,2019/04/13,09:53:40,8,42,8121,No,1,1,55,2,4,8,No
314,2019/04/13,10:34:58,8,45,8022,Yes,1,1,30,2,3,6,No
315,2019/04/13,09:55:40,8,15,0,No,1,1,49,2,3,6,No
316,2019/04/13,08:28:49,8,45,8003,Yes,1,1,51,2,3,6,No
317,2019/04/13,08:36:03,8,42,0,Yes,1,1,38,2,3.75,7.5,No
317,2019/04/13,08:36:03,8,42,0,Yes,1,2,64,1,0.8,0.8,No
317,2019/04/13,08:36:03,8,42,0,Yes,1,6,78,1,4.5,4.5,No
318,2019/04/13,08:49:29,8,42,8186,No,1,1,43,1,3,3,No
319,2019/04/13,09:39:20,8,15,8250,No,1,1,27,2,3.5,7,No
320,2019/04/13,09:30:05,8,15,8109,Yes,1,1,28,2,2,4,No
321,2019/04/13,08:44:27,8,42,0,Yes,1,1,41,1,4.25,4.25,No
321,2019/04/13,08:44:27,8,42,0,Yes,1,2,63,2,0.8,1.6,No
322,2019/04/13,17:27:45,8,43,0,No,1,1,53,1,3,3,No
323,2019/04/13,11:43:09,8,43,0,No,1,1,28,1,2,2,No
323,2019/04/13,11:43:09,8,43,0,No,1,6,70,1,3.25,3.25,No
324,2019/04/13,17:23:10,8,41,0,No,1,1,56,2,2.55,5.1,No
325,2019/04/13,13:42:09,8,41,0,No,1,1,23,2,2.5,5,No
326,2019/04/13,14:22:01,8,43,0,No,1,1,41,1,4.25,4.25,No
326,2019/04/13,14:22:01,8,43,0,No,1,2,64,2,0.8,1.6,No
327,2019/04/13,18:30:19,8,41,8125,No,1,1,29,2,2.5,5,No
327,2019/04/13,18:30:19,8,41,8125,No,1,6,78,1,4.5,4.5,No
328,2019/04/13,13:43:14,8,41,8066,No,1,1,46,2,2.5,5,No
329,2019/04/13,16:40:54,8,41,8246,Yes,1,1,26,1,3,3,No
330,2019/04/13,18:24:30,8,43,8338,Yes,1,1,35,2,3.1,6.2,No
331,2019/04/13,19:14:30,8,44,8241,Yes,1,1,53,1,3,3,No
332,2019/04/13,14:40:26,8,43,0,No,1,1,32,2,3,6,No
333,2019/04/13,16:56:12,8,44,8457,No,1,1,36,2,3.75,7.5,No
334,2019/04/13,18:17:34,8,43,8071,No,1,1,25,2,2.2,4.4,No
334,2019/04/13,18:17:34,8,43,8071,No,1,6,71,1,3.75,3.75,No
334,2019/04/13,18:17:34,8,43,8071,No,7,1,1,1,18,18,No
335,2019/04/13,13:02:16,8,44,0,No,1,1,53,2,3,6,No
336,2019/04/13,16:13:41,8,44,8321,Yes,1,1,55,2,4,8,No
337,2019/04/13,12:57:23,8,43,8076,No,1,1,56,2,2.55,5.1,No
338,2019/04/13,17:29:42,8,43,8414,Yes,1,1,46,2,2.5,5,No
339,2019/04/13,20:08:38,8,41,0,Yes,1,1,55,2,4,8,No
340,2019/04/13,15:42:05,8,44,0,No,1,1,33,2,3.5,7,No
340,2019/04/13,15:42:05,8,44,0,No,1,6,79,1,3.75,3.75,No
341,2019/04/13,14:10:53,8,41,0,Yes,1,1,31,2,2.2,4.4,No
342,2019/04/13,12:46:04,8,41,0,No,1,1,49,2,3,6,No
343,2019/04/13,20:24:28,8,44,8485,No,1,1,23,2,2.5,5,No
343,2019/04/13,20:24:28,8,44,8485,No,1,6,79,1,3.75,3.75,No
344,2019/04/13,19:29:14,8,41,0,Yes,1,1,31,2,2.2,4.4,No
345,2019/04/13,11:33:36,8,43,0,Yes,1,1,35,2,3.1,6.2,No
346,2019/04/13,16:18:53,8,43,8042,Yes,1,1,42,2,2.5,5,No
347,2019/04/13,18:34:04,8,41,0,Yes,1,1,55,1,4,4,No
348,2019/04/13,14:24:47,8,44,8199,No,1,1,87,2,3,6,No
349,2019/04/13,20:31:34,8,43,8423,No,1,1,45,1,3,3,No
350,2019/04/13,16:39:43,8,43,8221,No,1,1,43,2,3,6,No
351,2019/04/13,18:10:49,8,41,8471,No,1,1,43,1,3,3,No
352,2019/04/13,18:54:38,8,41,8141,No,1,1,53,2,3,6,No
353,2019/04/13,12:44:40,8,41,0,Yes,1,1,40,2,3.75,7.5,No
354,2019/04/13,15:11:59,8,41,0,No,1,1,37,2,3,6,No
354,2019/04/13,15:11:59,8,41,0,No,1,2,84,2,0.8,1.6,No
354,2019/04/13,15:11:59,8,41,0,No,1,6,74,1,3.5,3.5,No
355,2019/04/13,17:48:38,8,41,0,Yes,1,1,55,2,4,8,No
356,2019/04/13,13:53:37,8,44,8467,Yes,1,1,35,2,3.1,6.2,No
357,2019/04/13,19:49:10,8,41,0,No,1,1,87,2,3,6,No
358,2019/04/13,14:14:57,8,44,8022,No,1,1,87,2,3,6,No
359,2019/04/13,18:12:00,8,43,0,No,1,1,34,2,2.45,4.9,No
360,2019/04/13,20:07:31,8,41,8077,Yes,1,1,50,1,2.5,2.5,No
361,2019/04/13,19:16:48,8,44,8181,Yes,1,1,40,1,3.75,3.75,No
361,2019/04/13,19:16:48,8,44,8181,Yes,1,2,65,2,0.8,1.6,No
361,2019/04/13,19:16:48,8,44,8181,Yes,1,6,74,1,3.5,3.5,No
362,2019/04/13,18:37:40,8,41,0,No,1,1,31,2,2.2,4.4,No
363,2019/04/13,12:37:12,8,41,8241,Yes,1,1,61,1,4.75,4.75,No
363,2019/04/13,12:37:12,8,41,8241,Yes,1,6,70,1,3.25,3.25,No
363,2019/04/13,12:37:12,8,41,8241,Yes,7,1,17,1,9.5,9.5,No
364,2019/04/13,13:45:13,8,41,8417,Yes,1,1,27,2,3.5,7,No
365,2019/04/13,13:13:20,8,43,0,Yes,1,1,33,2,3.5,7,No
365,2019/04/13,13:13:20,8,43,0,Yes,1,6,74,1,3.5,3.5,No
366,2019/04/13,11:57:45,8,43,8336,Yes,1,1,56,2,2.55,5.1,No
366,2019/04/13,11:57:45,8,43,8336,Yes,1,6,75,1,3.5,3.5,No
367,2019/04/13,18:30:05,8,41,8181,No,1,1,60,1,3.75,3.75,No
368,2019/04/13,20:23:19,8,44,0,Yes,1,1,43,2,3,6,No
369,2019/04/13,12:57:29,8,43,8123,Yes,1,1,36,2,3.75,7.5,No
370,2019/04/13,13:23:27,8,44,0,No,1,1,48,2,2.5,5,No
370,2019/04/13,13:23:27,8,44,0,No,7,1,19,1,6.4,6.4,No
371,2019/04/13,16:21:06,8,43,8225,No,1,1,33,2,3.5,7,No
371,2019/04/13,16:21:06,8,43,8225,No,7,1,3,1,14.75,14.75,No
372,2019/04/13,12:49:17,8,44,8273,Yes,1,1,54,2,2.5,5,No
373,2019/04/13,16:52:47,8,41,0,Yes,1,1,37,2,3,6,No
373,2019/04/13,16:52:47,8,41,0,Yes,1,2,65,1,0.8,0.8,No
374,2019/04/13,16:59:25,8,41,8397,Yes,1,1,43,1,3,3,No
375,2019/04/13,20:55:49,8,41,8169,Yes,1,1,25,2,2.2,4.4,No
376,2019/04/13,16:25:44,8,43,0,No,1,1,22,1,2,2,No
376,2019/04/13,16:25:44,8,43,0,No,1,6,75,1,3.5,3.5,No
377,2019/04/13,13:41:54,8,43,8060,Yes,1,1,33,2,3.5,7,No
